15:54:04.0;20.865;1.136;;;;;;
15:54:05.0;16.08;1.137;;;;;;
15:54:06.0;16.539;1.138;;;;;;
15:54:07.0;20.561;1.142;;;;;;
15:54:08.0;21.355;1.143;;;;;;
15:54:09.0;25.384;1.145;;;;;;
15:54:10.0;20.936;1.141;;;;;;
15:54:11.0;14.122;1.139;;;;;;
15:54:12.0;19.437;1.143;;;;;;
15:54:13.0;17.902;1.144;;;;;;
15:54:14.0;19.102;1.144;;;;;;
15:54:15.0;16.983;1.144;;;;;;
15:54:16.0;20.05;1.146;;;;;;
15:54:17.0;14.468;1.146;;;;;;
15:54:18.0;16.157;1.142;;;;;;
15:54:19.0;17.43;1.144;;;;;;
15:54:20.0;20.512;1.146;;;;;;
15:54:21.0;32.734;1.145;;;;;;
15:54:22.0;22.094;1.143;;;;;;
15:54:23.0;15.549;1.142;;;;;;
15:54:24.0;19.512;1.142;;;;;;
15:54:25.0;17.179;1.143;;;;;;
15:54:26.0;17.766;1.143;;;;;;
15:54:27.0;22.107;1.144;;;;;;
15:54:28.0;18.565;1.146;;;;;;
15:54:29.0;20.645;1.146;;;;;;
15:54:30.0;21.119;1.168;;;;;;
15:54:31.0;29.044;1.152;;;;;;
15:54:32.0;29.757;1.147;;;;;;
15:54:33.0;20.127;1.144;;;;;;
15:54:34.0;15.816;1.144;;;;;;
15:54:35.0;20.606;1.143;;;;;;
15:54:36.0;28.316;1.145;;;;;;
15:54:37.0;20.833;1.144;;;;;;
15:54:38.0;17.512;1.143;;;;;;
15:54:39.0;22.363;1.145;;;;;;
15:54:40.0;17.752;1.144;;;;;;
15:54:41.0;18.565;1.146;;;;;;
15:54:42.0;19.72;1.147;;;;;;
15:54:43.0;19.24;1.145;;;;;;
15:54:44.0;30.769;1.145;;;;;;
15:54:45.0;32.48;1.145;;;;;;
15:54:46.0;20.817;1.143;;;;;;
15:54:47.0;14.687;1.141;;;;;;
15:54:48.0;19.059;1.143;;;;;;
15:54:49.0;15.917;1.145;;;;;;
15:54:50.0;17.752;1.143;;;;;;
15:54:51.0;17.579;1.145;;;;;;
15:54:52.0;18.527;1.145;;;;;;
15:54:53.0;40.897;1.147;;;;;;
15:54:54.0;27.763;1.146;;;;;;
15:54:55.0;20.764;1.146;;;;;;
15:54:56.0;14.961;1.145;;;;;;
15:54:57.0;20.78;1.147;;;;;;
15:54:58.0;33.12;1.146;;;;;;
15:54:59.0;21.846;1.144;;;;;;
15:55:00.0;19.898;1.145;;;;;;
15:55:01.0;24.421;1.143;;;;;;
15:55:02.0;26.572;1.142;;;;;;
15:55:03.0;18.17;1.143;;;;;;
15:55:04.0;21.895;1.145;;;;;;
15:55:05.0;14.819;1.146;;;;;;
15:55:06.0;16.56;1.144;;;;;;
15:55:07.0;18.79;1.145;;;;;;
15:55:08.0;30.759;1.144;;;;;;
15:55:09.0;33.333;1.143;;;;;;
15:55:10.0;19.329;1.143;;;;;;
15:55:11.0;15.912;1.144;;;;;;
15:55:12.0;21.618;1.143;;;;;;
15:55:13.0;24.811;1.147;;;;;;
15:55:14.0;20.618;1.145;;;;;;
15:55:15.0;18.228;1.145;;;;;;
15:55:16.0;17.509;1.142;;;;;;
15:55:17.0;15.147;1.145;;;;;;
15:55:18.0;18.508;1.144;;;;;;
15:55:19.0;15.345;1.142;;;;;;
15:55:20.0;15.809;1.143;;;;;;
15:55:21.0;23.852;1.145;;;;;;
15:55:22.0;19.57;1.147;;;;;;
15:55:23.0;15.912;1.147;;;;;;
15:55:24.0;30.025;1.148;;;;;;
15:55:25.0;41.146;1.145;;;;;;
15:55:26.0;27.178;1.145;;;;;;
15:55:27.0;25.129;1.142;;;;;;
15:55:28.0;18.67;1.143;;;;;;
15:55:29.0;18.263;1.142;;;;;;
15:55:30.0;19.565;1.146;;;;;;
15:55:31.0;25.031;1.144;;;;;;
15:55:32.0;18.369;1.15;;;;;;
15:55:33.0;21.935;1.149;;;;;;
15:55:34.0;20.28;1.147;;;;;;
15:55:35.0;21.099;1.146;;;;;;
15:55:36.0;38.186;1.147;;;;;;
15:55:37.0;19.537;1.144;;;;;;
15:55:38.0;14.91;1.143;;;;;;
15:55:39.0;17.898;1.144;;;;;;
15:55:40.0;16.985;1.144;;;;;;
15:55:42.0;18.287;1.147;;;;;;
15:55:43.0;18.32;1.145;;;;;;
15:55:44.0;19.845;1.145;;;;;;
15:55:45.0;17.095;1.145;;;;;;
15:55:46.0;18.88;1.149;;;;;;
15:55:47.0;24.643;1.146;;;;;;
15:55:48.0;16.623;1.148;;;;;;
15:55:49.0;21.181;1.147;;;;;;
15:55:50.0;25.353;1.15;;;;;;
15:55:51.0;18.229;1.148;;;;;;
15:55:52.0;16.494;1.148;;;;;;
15:55:53.0;18.571;1.148;;;;;;
15:55:54.0;19.483;1.148;;;;;;
15:55:55.0;21.755;1.147;;;;;;
15:55:56.0;16.752;1.145;;;;;;
15:55:57.0;40.35;1.148;;;;;;
15:55:58.0;23.363;1.148;;;;;;
15:55:59.0;15.809;1.147;;;;;;
15:56:00.0;31.578;1.148;;;;;;
15:56:01.0;15.434;1.147;;;;;;
15:56:02.0;20.769;1.147;;;;;;
15:56:03.0;24.418;1.147;;;;;;
15:56:04.0;34.056;1.144;;;;;;
15:56:05.0;19.974;1.144;;;;;;
15:56:06.0;23.234;1.144;;;;;;
15:56:07.0;20.817;1.143;;;;;;
15:56:08.0;18.158;1.143;;;;;;
15:56:09.0;15.549;1.144;;;;;;
15:56:10.0;15.501;1.144;;;;;;
15:56:11.0;22.165;1.145;;;;;;
15:56:12.0;33.883;1.152;;;;;;
15:56:13.0;27.191;1.147;;;;;;
15:56:14.0;23.354;1.146;;;;;;
15:56:15.0;18.158;1.148;;;;;;
15:56:16.0;23.205;1.149;;;;;;
15:56:17.0;25.452;1.147;;;;;;
15:56:18.0;24.588;1.146;;;;;;
15:56:19.0;29.871;1.15;;;;;;
15:56:20.0;19.846;1.144;;;;;;
15:56:21.0;17.307;1.146;;;;;;
15:56:22.0;18.836;1.146;;;;;;
15:56:23.0;18.901;1.143;;;;;;
15:56:24.0;19.617;1.142;;;;;;
15:56:25.0;18.135;1.147;;;;;;
15:56:26.0;18.369;1.144;;;;;;
15:56:27.0;19.458;1.147;;;;;;
15:56:28.0;16.323;1.145;;;;;;
15:56:29.0;21.621;1.146;;;;;;
15:56:30.0;16.602;1.144;;;;;;
15:56:31.0;27.423;1.148;;;;;;
15:56:32.0;24.177;1.144;;;;;;
15:56:33.0;23.581;1.146;;;;;;
15:56:34.0;27.749;1.167;;;;;;
15:56:35.0;39.046;1.145;;;;;;
15:56:36.0;28.961;1.15;;;;;;
15:56:37.0;27.155;1.147;;;;;;
15:56:38.0;16.84;1.147;;;;;;
15:56:39.0;20.951;1.147;;;;;;
15:56:40.0;26.804;1.148;;;;;;
15:56:41.0;14.829;1.146;;;;;;
15:56:42.0;20.129;1.143;;;;;;
15:56:43.0;19.275;1.146;;;;;;
15:56:44.0;15.424;1.148;;;;;;
15:56:45.0;29.007;1.152;;;;;;
15:56:46.0;24.711;1.149;;;;;;
15:56:47.0;15.096;1.147;;;;;;
15:56:48.0;17.571;1.146;;;;;;
15:56:49.0;16.602;1.146;;;;;;
15:56:50.0;29.51;1.148;;;;;;
15:56:51.0;17.789;1.152;;;;;;
