16:29:04.0;0.319;1.149;;;;;;
16:29:05.0;15.656;1.148;;;;;;
16:29:06.0;31.29;1.15;;;;;;
16:29:07.0;41.397;1.154;;;;;;
16:29:08.0;35.37;1.158;;;;;;
16:29:09.0;26.744;1.159;;;;;;
16:29:10.0;22.709;1.16;;;;;;
16:29:11.0;28.047;1.159;;;;;;
16:29:12.0;18.383;1.156;;;;;;
16:29:13.0;28.645;1.159;;;;;;
16:29:14.0;38.441;1.16;;;;;;
16:29:15.0;35.216;1.16;;;;;;
16:29:16.0;37.221;1.162;;;;;;
16:29:17.0;37.745;1.163;;;;;;
16:29:18.0;31.701;1.161;;;;;;
16:29:19.0;21.168;1.16;;;;;;
16:29:20.0;32.031;1.161;;;;;;
16:29:21.0;36.71;1.184;;;;;;
16:29:22.0;17.165;1.164;;;;;;
16:29:23.0;20.077;1.163;;;;;;
16:29:24.0;47.051;1.161;;;;;;
16:29:25.0;34.55;1.159;;;;;;
16:29:26.0;35.218;1.162;;;;;;
16:29:27.0;26.727;1.162;;;;;;
16:29:28.0;32.026;1.162;;;;;;
16:29:29.0;32.026;1.162;;;;;;
16:29:30.0;42.231;1.162;;;;;;
16:29:31.0;42.802;1.163;;;;;;
16:29:32.0;38.591;1.16;;;;;;
16:29:33.0;38.2;1.16;;;;;;
16:29:34.0;29.773;1.162;;;;;;
16:29:35.0;31.07;1.161;;;;;;
16:29:36.0;20.13;1.162;;;;;;
16:29:37.0;21.391;1.164;;;;;;
16:29:38.0;18.848;1.16;;;;;;
16:29:39.0;17.076;1.16;;;;;;
16:29:40.0;18.437;1.161;;;;;;
16:29:41.0;18.637;1.16;;;;;;
16:29:42.0;24.513;1.161;;;;;;
16:29:43.0;38.138;1.162;;;;;;
16:29:44.0;31.655;1.163;;;;;;
16:29:45.0;31.462;1.164;;;;;;
16:29:46.0;17.908;1.16;;;;;;
16:29:47.0;20.31;1.158;;;;;;
16:29:48.0;20.466;1.16;;;;;;
16:29:49.0;19.922;1.165;;;;;;
16:29:50.0;26.58;1.166;;;;;;
16:29:51.0;39.661;1.163;;;;;;
16:29:52.0;23.994;1.164;;;;;;
16:29:53.0;33.72;1.179;;;;;;
16:29:54.0;43.393;1.162;;;;;;
16:29:55.0;28.514;1.16;;;;;;
16:29:56.0;32.552;1.165;;;;;;
16:29:57.0;24.115;1.161;;;;;;
16:29:58.0;15.906;1.162;;;;;;
16:29:59.0;20.572;1.161;;;;;;
16:30:00.0;18.193;1.161;;;;;;
16:30:01.0;22.987;1.164;;;;;;
16:30:02.0;19.25;1.162;;;;;;
16:30:03.0;18.098;1.162;;;;;;
16:30:04.0;42.931;1.167;;;;;;
16:30:05.0;28.833;1.165;;;;;;
16:30:06.0;28.793;1.17;;;;;;
